2 6 2 6 2 2 6 2 4 210 4 6 14 12 2 38 2 10 16 2 2 6 2 4 146 8 2 2 12 2 4 12 4 2 2 14 2 16 2 90 10 2 4 10 2 2 2 2 2 2 2 2 2 60 2 2 2 28 4 2 2 4 2 2 138 628 8 2 6 4 2 28 4 18 2 10 4 12 10 2 18 4 6 2 4 6 24 978 266 2 2 134 2 68 4 46 8 2 2 2 63908 80 768 2 4 2 4 2 54 2 2 8 8 7850 2 28 6 2 4 2 2 4 4 2 90 28 2 98 4 4 12 2 6 2 2 18 8 4 2 12 5606 2 22 4 2 8 52 2 8 4 2 810 722 2 8 4 12 2 2 2 2 2 2 234 2 2 52 42 2 2 10 658 2 44 2 2 2 2 8 6 2 14 2 6220 2 6 4 6 4 1448 6 2 8 2 2 2 2 2 2 18 
2 72 -1 -1 -1 2 2 16 1594 4 494 146 -1 72 18 2 8 2 206704 3666 2 36 2 -1 4 -1 -1 2 54 7474750 18982 2 2 27996 28 624 2 573856 2 4 2 444 1162 6 48 2 -1 2 16 4 -1 16314 -1 4 2 2 8 36468 38236 26 -1 264 102 736 2 2 2 64 142 -1 8 1520208 12 8264046 466 -1 2 -1 -1 18952 2 264 4 703294 -1 64 80 2 1182 717170 108 4 2 2 2 2 10 32320 2 2 4 308 2 2 76 -1 790 6 224 4 2 10 2 -1 4 87350 4 -1 44844 110666 2 14 6 504 -1 2 224 840024 2684 10 3632 -1 -1 4 2 -1 2 6 53494 4 -1 -1 32 2 1224 4 2 6 2 204 -1 -1 4 2 6 2 2 6 -1 2 2 2 484 6 480 -1 1400 2 2 10464944 -1 -1 358 18 2 30 2 -1 2 10 2 2 10 2 -1 28 2 2 26 24 -1 -1 1488 6 2 12 4 20 12 -1 
